#HEADER
WAR.AIRTRK.WPN.MSLIF.SLM,S,*,A,*,WMS---,**,**,*,SURFACE LAUNCHED MISSILE
WAR.AIRTRK.WPN.MSLIF.SLM.SSM,S,*,A,*,WMSS--,**,**,*,SURFACE-TO-SURFACE MISSILE (SSM)
WAR.AIRTRK.WPN.MSLIF.SLM.SAM,S,*,A,*,WMSA--,**,**,*,SURFACE-TO-AIR MISSILE (SAM)
WAR.AIRTRK.WPN.MSLIF.SLM.SSUM,S,*,A,*,WMSU--,**,**,*,SURFACE-TO-SUBSURFACE MISSILE
WAR.AIRTRK.WPN.MSLIF.SLM.ABM,S,*,A,*,WMSB--,**,**,*,ANTIBALLISTIC MISSILE (ABM)
WAR.AIRTRK.WPN.MSLIF.ALM,S,*,A,*,WMA---,**,**,*,AIR LAUNCHED MISSILE
WAR.AIRTRK.WPN.MSLIF.ALM.ASM,S,*,A,*,WMAS--,**,**,*,AIR-TO-SURFACE MISSILE (ASM)
WAR.AIRTRK.WPN.MSLIF.ALM.AAM,S,*,A,*,WMAA--,**,**,*,AIR-TO-AIR MISSILE (AAM)
WAR.AIRTRK.WPN.MSLIF.ALM.ASPC,S,*,A,*,WMAP--,**,**,*,AIR-TO-SPACE MISSILE
WAR.AIRTRK.WPN.MSLIF.SBSM,S,*,A,*,WMU---,**,**,*,SUBSURFACE-TO-SURFACE MISSILE (S/SSM)
WAR.AIRTRK.WPN.MSLIF.CM,S,*,A,*,WMCM--,**,**,*,CRUISE MISSILE
WAR.AIRTRK.WPN.MSLIF.BLST,S,*,A,*,WMB---,**,**,*,BALLISTIC MISSILE
WAR.AIRTRK.WPN.BM,S,*,A,*,WB----,**,**,*,BOMB
WAR.AIRTRK.WPN.DCY,S,*,A,*,WD----,**,**,*,DECOY
WAR.AIRTRK.CVL,S,*,A,*,C-----,**,**,*,CIVIL AIRCRAFT
WAR.AIRTRK.CVL.FIXD,S,*,A,*,CF----,**,**,*,FIXED WING
WAR.AIRTRK.CVL.ROT,S,*,A,*,CH----,**,**,*,ROTARY WING
WAR.AIRTRK.CVL.LTA,S,*,A,*,CL----,**,**,*,LIGHTER THAN AIR
WAR.GRDTRK,S,*,G,*,------,**,**,*,GROUND TRACK
WAR.GRDTRK.UNT,S,*,G,*,U-----,**,**,*,UNIT
WAR.GRDTRK.UNT.CBT,S,*,G,*,UC----,**,**,*,COMBAT
WAR.GRDTRK.UNT.CBT.ADF,S,*,G,*,UCD---,**,**,*,AIR DEFENSE
WAR.GRDTRK.UNT.CBT.ADF.SHTR,S,*,G,*,UCDS--,**,**,*,SHORT RANGE
WAR.GRDTRK.UNT.CBT.ADF.SHTR.CPL,S,*,G,*,UCDSC-,**,**,*,CHAPARRAL
WAR.GRDTRK.UNT.CBT.ADF.SHTR.STG,S,*,G,*,UCDSS-,**,**,*,STINGER
WAR.GRDTRK.UNT.CBT.ADF.SHTR.VUL,S,*,G,*,UCDSV-,**,**,*,VULCAN
WAR.GRDTRK.UNT.CBT.ADF.MSL,S,*,G,*,UCDM--,**,**,*,AIR DEFENSE MISSILE
WAR.GRDTRK.UNT.CBT.ADF.MSL.LIT,S,*,G,*,UCDML-,**,**,*,AIR DEFENSE MISSILE LIGHT
WAR.GRDTRK.UNT.CBT.ADF.MSL.LIT.MOT,S,*,G,*,UCDMLA,**,**,*,AIR DEFENSE MISSILE MOTORIZED (AVENGER)
WAR.GRDTRK.UNT.CBT.ADF.MSL.MDM,S,*,G,*,UCDMM-,**,**,*,AIR DEFENSE MISSILE MEDIUM
WAR.GRDTRK.UNT.CBT.ADF.MSL.HVY,S,*,G,*,UCDMH-,**,**,*,AIR DEFENSE MISSILE HEAVY
WAR.GRDTRK.UNT.CBT.ADF.MSL.HMAD,S,*,G,*,UCDH--,**,**,*,H/MAD
WAR.GRDTRK.UNT.CBT.ADF.MSL.HMAD.HWK,S,*,G,*,UCDHH-,**,**,*,HAWK
WAR.GRDTRK.UNT.CBT.ADF.MSL.HMAD.PATT,S,*,G,*,UCDHP-,**,**,*,PATRIOT
WAR.GRDTRK.UNT.CBT.ADF.GUNUNT,S,*,G,*,UCDG--,**,**,*,GUN UNIT
WAR.GRDTRK.UNT.CBT.ADF.CMPS,S,*,G,*,UCDC--,**,**,*,COMPOSITE
WAR.GRDTRK.UNT.CBT.ADF.TGTGUT,S,*,G,*,UCDT--,**,**,*,TARGETING UNIT
WAR.GRDTRK.UNT.CBT.ADF.TMDU,S,*,G,*,UCDO--,**,**,*,THEATER MISSILE DEFENSE UNIT
WAR.GRDTRK.UNT.CBT.ARM,S,*,G,*,UCA---,**,**,*,ARMOR
WAR.GRDTRK.UNT.CBT.ARM.TRK,S,*,G,*,UCAT--,**,**,*,ARMOR TRACK
WAR.GRDTRK.UNT.CBT.ARM.TRK.ABN,S,*,G,*,UCATA-,**,**,*,ARMOR TRACK AIRBORNE
WAR.GRDTRK.UNT.CBT.ARM.TRK.AMP,S,*,G,*,UCATW-,**,**,*,ARMOR TRACK AMPHIBIOUS
WAR.GRDTRK.UNT.CBT.ARM.TRK.AMP.RCY,S,*,G,*,UCATWR,**,**,*,ARMOR TRACK AMPHIBIOUS RECOVERY
WAR.GRDTRK.UNT.CBT.ARM.TRK.LIT,S,*,G,*,UCATL-,**,**,*,ARMORTRACK, LIGHT
WAR.GRDTRK.UNT.CBT.ARM.TRK.MDM,S,*,G,*,UCATM-,**,**,*,ARMORTRACK, MEDIUM
WAR.GRDTRK.UNT.CBT.ARM.TRK.HVY,S,*,G,*,UCATH-,**,**,*,ARMORTRACK, HEAVY
WAR.GRDTRK.UNT.CBT.ARM.TRK.RCY,S,*,G,*,UCATR-,**,**,*,ARMORTRACK, RECOVERY
WAR.GRDTRK.UNT.CBT.ARM.WHD,S,*,G,*,UCAW--,**,**,*,ARMOR, WHEELED
WAR.GRDTRK.UNT.CBT.ARM.WHD.AAST,S,*,G,*,UCAWS-,**,**,*,ARMOR, WHEELED AIR ASSAULT
WAR.GRDTRK.UNT.CBT.ARM.WHD.ABN,S,*,G,*,UCAWA-,**,**,*,ARMOR, WHEELED AIRBORNE
WAR.GRDTRK.UNT.CBT.ARM.WHD.AMP,S,*,G,*,UCAWW-,**,**,*,ARMOR, WHEELED AMPHIBIOUS
WAR.GRDTRK.UNT.CBT.ARM.WHD.AMP.RCY,S,*,G,*,UCAWWR,**,**,*,ARMOR, WHEELED AMPHIBIOUS RECOVERY
WAR.GRDTRK.UNT.CBT.ARM.WHD.LIT,S,*,G,*,UCAWL-,**,**,*,ARMOR, WHEELED LIGHT
WAR.GRDTRK.UNT.CBT.ARM.WHD.MDM,S,*,G,*,UCAWM-,**,**,*,ARMOR, WHEELED MEDIUM
WAR.GRDTRK.UNT.CBT.ARM.WHD.HVY,S,*,G,*,UCAWH-,**,**,*,ARMOR, WHEELED HEAVY
WAR.GRDTRK.UNT.CBT.ARM.WHD.RCY,S,*,G,*,UCAWR-,**,**,*,ARMOR, WHEELED RECOVERY
WAR.GRDTRK.UNT.CBT.AARM,S,*,G,*,UCAA--,**,**,*,ANTIARMOR
WAR.GRDTRK.UNT.CBT.AARM.DMD,S,*,G,*,UCAAD-,**,**,*,ANTIARMOR DISMOUNTED
WAR.GRDTRK.UNT.CBT.AARM.LIT,S,*,G,*,UCAAL-,**,**,*,ANTIARMOR LIGHT
WAR.GRDTRK.UNT.CBT.AARM.ABN,S,*,G,*,UCAAM-,**,**,*,ANTIARMOR AIRBORNE
WAR.GRDTRK.UNT.CBT.AARM.AAST,S,*,G,*,UCAAS-,**,**,*,ANTIARMOR AIR ASSAULT
WAR.GRDTRK.UNT.CBT.AARM.MNT,S,*,G,*,UCAAU-,**,**,*,ANTIARMOR MOUNTAIN
WAR.GRDTRK.UNT.CBT.AARM.ARC,S,*,G,*,UCAAC-,**,**,*,ANTIARMOR ARCTIC
WAR.GRDTRK.UNT.CBT.AARM.ARMD,S,*,G,*,UCAAA-,**,**,*,ANTIARMOR ARMORED
WAR.GRDTRK.UNT.CBT.AARM.ARMD.TKD,S,*,G,*,UCAAAT,**,**,*,ANTIARMOR ARMORED TRACKED
WAR.GRDTRK.UNT.CBT.AARM.ARMD.WHD,S,*,G,*,UCAAAW,**,**,*,ANTIARMOR ARMORED WHEELED
WAR.GRDTRK.UNT.CBT.AARM.ARMD.AAST,S,*,G,*,UCAAAS,**,**,*,ANTIARMOR ARMORED AIR ASSAULT
WAR.GRDTRK.UNT.CBT.AARM.MOT,S,*,G,*,UCAAO-,**,**,*,ANTIARMOR MOTORIZED
WAR.GRDTRK.UNT.CBT.AARM.MOT.AAST,S,*,G,*,UCAAOS,**,**,*,ANTIARMOR MOTORIZED AIR ASSAULT
WAR.GRDTRK.UNT.CBT.AVN,S,*,G,*,UCV---,**,**,*,AVIATION
WAR.GRDTRK.UNT.CBT.AVN.FIXD,S,*,G,*,UCVF--,**,**,*,FIXED WING
WAR.GRDTRK.UNT.CBT.AVN.FIXD.UTY,S,*,G,*,UCVFU-,**,**,*,UTILITY FIXED WING
WAR.GRDTRK.UNT.CBT.AVN.FIXD.ATK,S,*,G,*,UCVFA-,**,**,*,ATTACK FIXED WING
WAR.GRDTRK.UNT.CBT.AVN.FIXD.RECON,S,*,G,*,UCVFR-,**,**,*,RECON FIXED WING
WAR.GRDTRK.UNT.CBT.AVN.ROT,S,*,G,*,UCVR--,**,**,*,ROTARY WING
WAR.GRDTRK.UNT.CBT.AVN.ROT.ATK,S,*,G,*,UCVRA-,**,**,*,ATTACK ROTARY WING
WAR.GRDTRK.UNT.CBT.AVN.ROT.SCUT,S,*,G,*,UCVRS-,**,**,*,SCOUT ROTARY WING
WAR.GRDTRK.UNT.CBT.AVN.ROT.ASBW,S,*,G,*,UCVRW-,**,**,*,ANTISUBMARINE WARFARE ROTARY WING
WAR.GRDTRK.UNT.CBT.AVN.ROT.UTY,S,*,G,*,UCVRU-,**,**,*,UTILITY ROTARY WING
WAR.GRDTRK.UNT.CBT.AVN.ROT.UTY.LIT,S,*,G,*,UCVRUL,**,**,*,LIGHT UTILITY ROTARY WING
WAR.GRDTRK.UNT.CBT.AVN.ROT.UTY.MDM,S,*,G,*,UCVRUM,**,**,*,MEDIUM UTILITY ROTARY WING
WAR.GRDTRK.UNT.CBT.AVN.ROT.UTY.HVY,S,*,G,*,UCVRUH,**,**,*,HEAVY UTILITY ROTARY WING
WAR.GRDTRK.UNT.CBT.AVN.ROT.C2,S,*,G,*,UCVRUC,**,**,*,C2 ROTARY WING
WAR.GRDTRK.UNT.CBT.AVN.ROT.MEDV,S,*,G,*,UCVRUE,**,**,*,MEDEVAC ROTARY WING
WAR.GRDTRK.UNT.CBT.AVN.ROT.MNECM,S,*,G,*,UCVRM-,**,**,*,MINE COUNTERMEASURE ROTARY WING
WAR.GRDTRK.UNT.CBT.AVN.SAR,S,*,G,*,UCVS--,**,**,*,SEARCH AND RESCUE
WAR.GRDTRK.UNT.CBT.AVN.CMPS,S,*,G,*,UCVC--,**,**,*,COMPOSITE
WAR.GRDTRK.UNT.CBT.AVN.VSTOL,S,*,G,*,UCVV--,**,**,*,VERTICAL AND/OR SHORT TAKEOFF AND LANDING AIRCRAFT (V/STOL)
WAR.GRDTRK.UNT.CBT.AVN.UA,S,*,G,*,UCVU--,**,**,*,UNMANNED AIRCRAFT
WAR.GRDTRK.UNT.CBT.AVN.UA.FIXD,S,*,G,*,UCVUF-,**,**,*,UNMANNED AIRCRAFT FIXED WING
WAR.GRDTRK.UNT.CBT.AVN.UA.ROT,S,*,G,*,UCVUR-,**,**,*,UNMANNED AIRCRAFT ROTARY WING
WAR.GRDTRK.UNT.CBT.INF,S,*,G,*,UCI---,**,**,*,INFANTRY
WAR.GRDTRK.UNT.CBT.INF.LIT,S,*,G,*,UCIL--,**,**,*,INFANTRY LIGHT
WAR.GRDTRK.UNT.CBT.INF.MOT,S,*,G,*,UCIM--,**,**,*,INFANTRY MOTORIZED
WAR.GRDTRK.UNT.CBT.INF.MNT,S,*,G,*,UCIO--,**,**,*,INFANTRY MOUNTAIN
WAR.GRDTRK.UNT.CBT.INF.ABN,S,*,G,*,UCIA--,**,**,*,INFANTRY AIRBORNE
WAR.GRDTRK.UNT.CBT.INF.AAST,S,*,G,*,UCIS--,**,**,*,INFANTRY AIR ASSAULT
WAR.GRDTRK.UNT.CBT.INF.MECH,S,*,G,*,UCIZ--,**,**,*,INFANTRY MECHANIZED
WAR.GRDTRK.UNT.CBT.INF.NAV,S,*,G,*,UCIN--,**,**,*,INFANTRY NAVAL
WAR.GRDTRK.UNT.CBT.INF.INFFV,S,*,G,*,UCII--,**,**,*,INFANTRY FIGHTING VEHICLE
WAR.GRDTRK.UNT.CBT.INF.ARC,S,*,G,*,UCIC--,**,**,*,INFANTRY ARCTIC
WAR.GRDTRK.UNT.CBT.ENG,S,*,G,*,UCE---,**,**,*,ENGINEER
WAR.GRDTRK.UNT.CBT.ENG.CBT,S,*,G,*,UCEC--,**,**,*,ENGINEER COMBAT
WAR.GRDTRK.UNT.CBT.ENG.CBT.AAST,S,*,G,*,UCECS-,**,**,*,ENGINEER COMBAT AIR ASSAULT
WAR.GRDTRK.UNT.CBT.ENG.CBT.ABN,S,*,G,*,UCECA-,**,**,*,ENGINEER COMBAT AIRBORNE
WAR.GRDTRK.UNT.CBT.ENG.CBT.ARC,S,*,G,*,UCECC-,**,**,*,ENGINEER COMBAT ARCTIC
WAR.GRDTRK.UNT.CBT.ENG.CBT.LIT,S,*,G,*,UCECL-,**,**,*,ENGINEER COMBAT LIGHT (SAPPER)
WAR.GRDTRK.UNT.CBT.ENG.CBT.MDM,S,*,G,*,UCECM-,**,**,*,ENGINEER COMBAT MEDIUM
WAR.GRDTRK.UNT.CBT.ENG.CBT.HVY,S,*,G,*,UCECH-,**,**,*,ENGINEER COMBAT HEAVY
WAR.GRDTRK.UNT.CBT.ENG.CBT.MECH,S,*,G,*,UCECT-,**,**,*,ENGINEER COMBAT MECHANIZED (TRACK)
WAR.GRDTRK.UNT.CBT.ENG.CBT.MOT,S,*,G,*,UCECW-,**,**,*,ENGINEER COMBAT MOTORIZED
WAR.GRDTRK.UNT.CBT.ENG.CBT.MNT,S,*,G,*,UCECO-,**,**,*,ENGINEER COMBAT MOUNTAIN
WAR.GRDTRK.UNT.CBT.ENG.CBT.RECON,S,*,G,*,UCECR-,**,**,*,ENGINEER COMBAT RECON
WAR.GRDTRK.UNT.CBT.ENG.CSN,S,*,G,*,UCEN--,**,**,*,ENGINEER CONSTRUCTION
WAR.GRDTRK.UNT.CBT.ENG.CSN.NAV,S,*,G,*,UCENN-,**,**,*,ENGINEER NAVAL CONSTRUCTION
WAR.GRDTRK.UNT.CBT.FLDART,S,*,G,*,UCF---,**,**,*,FIELD ARTILLERY
WAR.GRDTRK.UNT.CBT.FLDART.HOW,S,*,G,*,UCFH--,**,**,*,HOWITZER/GUN
WAR.GRDTRK.UNT.CBT.FLDART.HOW.SPD,S,*,G,*,UCFHE-,**,**,*,SELF-PROPELLED
WAR.GRDTRK.UNT.CBT.FLDART.HOW.AAST,S,*,G,*,UCFHS-,**,**,*,AIR ASSAULT
WAR.GRDTRK.UNT.CBT.FLDART.HOW.ABN,S,*,G,*,UCFHA-,**,**,*,AIRBORNE
WAR.GRDTRK.UNT.CBT.FLDART.HOW.ARC,S,*,G,*,UCFHC-,**,**,*,ARCTIC
WAR.GRDTRK.UNT.CBT.FLDART.HOW.MNT,S,*,G,*,UCFHO-,**,**,*,MOUNTAIN
WAR.GRDTRK.UNT.CBT.FLDART.HOW.LIT,S,*,G,*,UCFHL-,**,**,*,LIGHT
WAR.GRDTRK.UNT.CBT.FLDART.HOW.MDM,S,*,G,*,UCFHM-,**,**,*,MEDIUM
WAR.GRDTRK.UNT.CBT.FLDART.HOW.HVY,S,*,G,*,UCFHH-,**,**,*,HEAVY
WAR.GRDTRK.UNT.CBT.FLDART.HOW.AMP,S,*,G,*,UCFHX-,**,**,*,AMPHIBIOUS
WAR.GRDTRK.UNT.CBT.FLDART.ROC,S,*,G,*,UCFR--,**,**,*,ROCKET
WAR.GRDTRK.UNT.CBT.FLDART.ROC.SRL,S,*,G,*,UCFRS-,**,**,*,SINGLE ROCKET LAUNCHER
WAR.GRDTRK.UNT.CBT.FLDART.ROC.SRL.SRSPD,S,*,G,*,UCFRSS,**,**,*,SINGLE ROCKET SELF-PROPELLED
WAR.GRDTRK.UNT.CBT.FLDART.ROC.SRL.SRTRK,S,*,G,*,UCFRSR,**,**,*,SINGLE ROCKET TRUCK
WAR.GRDTRK.UNT.CBT.FLDART.ROC.SRL.SRTOW,S,*,G,*,UCFRST,**,**,*,SINGLE ROCKET TOWED
WAR.GRDTRK.UNT.CBT.FLDART.ROC.MRL,S,*,G,*,UCFRM-,**,**,*,MULTIPLE ROCKET LAUNCHER
WAR.GRDTRK.UNT.CBT.FLDART.ROC.MRL.MRSPD,S,*,G,*,UCFRMS,**,**,*,MULTIPLE ROCKET SELF-PROPELLED
WAR.GRDTRK.UNT.CBT.FLDART.ROC.MRL.MRTRK,S,*,G,*,UCFRMR,**,**,*,MULTIPLE ROCKET TRUCK
WAR.GRDTRK.UNT.CBT.FLDART.ROC.MRL.MRTOW,S,*,G,*,UCFRMT,**,**,*,MULTIPLE ROCKET TOWED
WAR.GRDTRK.UNT.CBT.FLDART.TGTAQ,S,*,G,*,UCFT--,**,**,*,TARGET ACQUISITION
WAR.GRDTRK.UNT.CBT.FLDART.TGTAQ.RAD,S,*,G,*,UCFTR-,**,**,*,RADAR
