WAR.AIRTRK.MIL.FIXD.DRN.RECON,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MF     QR     --,,,,,,,,,**,,**,,,*,RECONNAISSANCE
WAR.AIRTRK.MIL.FIXD.DRN.RECON.ABNEW,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MF     QR     W-,,,,,,,,,**,,**,,,*,AIRBORNE EARLY WARNING (AEW)
WAR.AIRTRK.MIL.FIXD.DRN.RECON.ESM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MF     QR     Z-,,,,,,,,,**,,**,,,*,ELECTRONIC SURVEILLANCE MEASURES
WAR.AIRTRK.MIL.FIXD.DRN.RECON.PHG,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MF     QR     X-,,,,,,,,,**,,**,,,*,PHOTOGRAPHIC
WAR.AIRTRK.MIL.FIXD.DRN.ASBW,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MF     QS     --,,,,,,,,,**,,**,,,*,ANTISUBMARINE WARFARE (ASW)
WAR.AIRTRK.MIL.FIXD.DRN.TNE,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MF     QT     --,,,,,,,,,**,,**,,,*,TRAINER
WAR.AIRTRK.MIL.FIXD.DRN.UTY,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MF     QU     --,,,,,,,,,**,,**,,,*,UTILITY
WAR.AIRTRK.MIL.FIXD.DRN.COMM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MF     QY     --,,,,,,,,,**,,**,,,*,COMMUNICATIONS
WAR.AIRTRK.MIL.FIXD.DRN.MEDV,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MF     QO     --,,,,,,,,,**,,**,,,*,MEDEVAC
WAR.AIRTRK.MIL.FIXD.ASBWCB,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MF     S-       --,,,,,,,,,**,,**,,,*,ANTISUBMARINE WARFARE (ASW) CARRIER BASED
WAR.AIRTRK.MIL.FIXD.SOF,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MF     M-      --,,,,,,,,,**,,**,,,*,SPECIAL OPERATIONS FORCES (SOF)
WAR.AIRTRK.MIL.ROT,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    --        --,,,,,,,,,**,,**,,,*,ROTARY WING
WAR.AIRTRK.MIL.ROT.ATK,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    A-      --,,,,,,,,,**,,**,,,*,ATTACK
WAR.AIRTRK.MIL.ROT.ASBW,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    S-       --,,,,,,,,,**,,**,,,*,ANTISUBMARINE WARFARE/MPA
WAR.AIRTRK.MIL.ROT.UTY,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    U-      --,,,,,,,,,**,,**,,,*,UTILITY
WAR.AIRTRK.MIL.ROT.UTY.LIT,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    UL     --,,,,,,,,,**,,**,,,*,UTILITY (LIGHT)
WAR.AIRTRK.MIL.ROT.UTY.MDM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    UM    --,,,,,,,,,**,,**,,,*,UTILITY (MEDIUM)
WAR.AIRTRK.MIL.ROT.UTY.HVY,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    UH     --,,,,,,,,,**,,**,,,*,UTILITY (HEAVY)
WAR.AIRTRK.MIL.ROT.MNECM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    I-        --,,,,,,,,,**,,**,,,*,MINE COUNTERMEASURES
WAR.AIRTRK.MIL.ROT.CSAR,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    H-      --,,,,,,,,,**,,**,,,*,COMBAT SEARCH AND RESCUE (CSAR)
WAR.AIRTRK.MIL.ROT.RECON,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    R-      --,,,,,,,,,**,,**,,,*,RECONNAISSANCE
WAR.AIRTRK.MIL.ROT.DRN,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    Q-      --,,,,,,,,,**,,**,,,*,DRONE (RPV/UA)
WAR.AIRTRK.MIL.ROT.CGOALT,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    C-      --,,,,,,,,,**,,**,,,*,CARGO AIRLIFT (TRANSPORT)
WAR.AIRTRK.MIL.ROT.CGOALT.LIT,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    CL     --,,,,,,,,,**,,**,,,*,CARGO AIRLIFT (LIGHT)
WAR.AIRTRK.MIL.ROT.CGOALT.MDM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    CM    --,,,,,,,,,**,,**,,,*,CARGO AIRLIFT (MEDIUM)
WAR.AIRTRK.MIL.ROT.CGOALT.HVY,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    CH     --,,,,,,,,,**,,**,,,*,CARGO AIRLIFT (HEAVY)
WAR.AIRTRK.MIL.ROT.TNE,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    T-       --,,,,,,,,,**,,**,,,*,TRAINER
WAR.AIRTRK.MIL.ROT.MEDV,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    O-      --,,,,,,,,,**,,**,,,*,MEDEVAC
WAR.AIRTRK.MIL.ROT.SOF,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    M-      --,,,,,,,,,**,,**,,,*,SPECIAL OPERATIONS FORCES (SOF)
WAR.AIRTRK.MIL.ROT.ABNCP,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    D-      --,,,,,,,,,**,,**,,,*,AIRBORNE COMMAND POST (C2)
WAR.AIRTRK.MIL.ROT.TNK,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    K-      --,,,,,,,,,**,,**,,,*,TANKER
WAR.AIRTRK.MIL.ROT.ECM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MH    J-        --,,,,,,,,,**,,**,,,*,ELECTRONIC COUNTERMEASURES (ECM/JAMMER)
WAR.AIRTRK.MIL.LTA,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,ML    --        --,,,,,,,,,**,,**,,,*,LIGHTER THAN AIR
WAR.AIRTRK.MIL.VIP,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,MV    --        --,,,,,,,,,**,,**,,,*,VERY IMPORTANT PERSON (VIP)
WAR.AIRTRK.MIL.ESCORT,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,ME    --        --,,,,,,,,,**,,**,,,*,ESCORT
WAR.AIRTRK.WPN,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,W-     --        --,,,,,,,,,**,,**,,,*,WEAPON
WAR.AIRTRK.WPN.MSLIF,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WM   --        --,,,,,,,,,**,,**,,,*,MISSILE IN FLIGHT
WAR.AIRTRK.WPN.MSLIF.SLM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WM   S-       --,,,,,,,,,**,,**,,,*,SURFACE LAUNCHED MISSILE
WAR.AIRTRK.WPN.MSLIF.SLM.SSM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WM   SS      --,,,,,,,,,**,,**,,,*,SURFACE-TO-SURFACE MISSILE (SSM)
WAR.AIRTRK.WPN.MSLIF.SLM.SAM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WM   SA     --,,,,,,,,,**,,**,,,*,SURFACE-TO-AIR MISSILE (SAM)
WAR.AIRTRK.WPN.MSLIF.SLM.SSUM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WM   SU     --,,,,,,,,,**,,**,,,*,SURFACE-TO-SUBSURFACE MISSILE
WAR.AIRTRK.WPN.MSLIF.SLM.ABM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WM   SB      --,,,,,,,,,**,,**,,,*,ANTIBALLISTIC MISSILE (ABM)
WAR.AIRTRK.WPN.MSLIF.ALM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WM   A-      --,,,,,,,,,**,,**,,,*,AIR LAUNCHED MISSILE
WAR.AIRTRK.WPN.MSLIF.ALM.ASM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WM   AS     --,,,,,,,,,**,,**,,,*,AIR-TO-SURFACE MISSILE (ASM)
WAR.AIRTRK.WPN.MSLIF.ALM.AAM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WM   AA     --,,,,,,,,,**,,**,,,*,AIR-TO-AIR MISSILE (AAM)
WAR.AIRTRK.WPN.MSLIF.ALM.ASPC,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WM   AP     --,,,,,,,,,**,,**,,,*,AIR-TO-SPACE MISSILE
WAR.AIRTRK.WPN.MSLIF.SBSM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WM   U-      --,,,,,,,,,**,,**,,,*,SUBSURFACE-TO-SURFACE MISSILE (S/SSM)
WAR.AIRTRK.WPN.MSLIF.CM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WM   CM    --,,,,,,,,,**,,**,,,*,CRUISE MISSILE
WAR.AIRTRK.WPN.MSLIF.BLST,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WM   B-      --,,,,,,,,,**,,**,,,*,BALLISTIC MISSILE
WAR.AIRTRK.WPN.BM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WB    --        --,,,,,,,,,**,,**,,,*,BOMB
WAR.AIRTRK.WPN.DCY,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,WD    --        --,,,,,,,,,**,,**,,,*,DECOY
WAR.AIRTRK.CVL,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,C-      --        --,,,,,,,,,**,,**,,,*,CIVIL AIRCRAFT
WAR.AIRTRK.CVL.FIXD,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,CF      --        --,,,,,,,,,**,,**,,,*,FIXED WING
WAR.AIRTRK.CVL.ROT,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,CH     --        --,,,,,,,,,**,,**,,,*,ROTARY WING
WAR.AIRTRK.CVL.LTA,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,A,,*,,CL     --        --,,,,,,,,,**,,**,,,*,LIGHTER THAN AIR
WAR.GRDTRK,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,--        --        --,,,,,,,,,**,,**,,,*,GROUND TRACK
WAR.GRDTRK.UNT,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,U-      --        --,,,,,,,,,**,,**,,,*,UNIT
WAR.GRDTRK.UNT.CBT,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     --        --,,,,,,,,,**,,**,,,*,COMBAT
WAR.GRDTRK.UNT.CBT.ADF,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     D-      --,,,,,,,,,**,,**,,,*,AIR DEFENSE
WAR.GRDTRK.UNT.CBT.ADF.SHTR,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DS     --,,,,,,,,,**,,**,,,*,SHORT RANGE
WAR.GRDTRK.UNT.CBT.ADF.SHTR.CPL,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DS     C-,,,,,,,,,**,,**,,,*,CHAPARRAL
WAR.GRDTRK.UNT.CBT.ADF.SHTR.STG,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DS     S-,,,,,,,,,**,,**,,,*,STINGER
WAR.GRDTRK.UNT.CBT.ADF.SHTR.VUL,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DS     V-,,,,,,,,,**,,**,,,*,VULCAN
WAR.GRDTRK.UNT.CBT.ADF.MSL,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DM    --,,,,,,,,,**,,**,,,*,AIR DEFENSE MISSILE
WAR.GRDTRK.UNT.CBT.ADF.MSL.LIT,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DM    L-,,,,,,,,,**,,**,,,*,AIR DEFENSE MISSILE LIGHT
WAR.GRDTRK.UNT.CBT.ADF.MSL.LIT.MOT,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DM    LA,,,,,,,,,**,,**,,,*,AIR DEFENSE MISSILE MOTORIZED (AVENGER)
WAR.GRDTRK.UNT.CBT.ADF.MSL.MDM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DM    M-,,,,,,,,,**,,**,,,*,AIR DEFENSE MISSILE MEDIUM
WAR.GRDTRK.UNT.CBT.ADF.MSL.HVY,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DM    H-,,,,,,,,,**,,**,,,*,AIR DEFENSE MISSILE HEAVY
WAR.GRDTRK.UNT.CBT.ADF.MSL.HMAD,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DH     --,,,,,,,,,**,,**,,,*,H/MAD
WAR.GRDTRK.UNT.CBT.ADF.MSL.HMAD.HWK,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DH     H-,,,,,,,,,**,,**,,,*,HAWK
WAR.GRDTRK.UNT.CBT.ADF.MSL.HMAD.PATT,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DH     P-,,,,,,,,,**,,**,,,*,PATRIOT
WAR.GRDTRK.UNT.CBT.ADF.GUNUNT,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DG     --,,,,,,,,,**,,**,,,*,GUN UNIT
WAR.GRDTRK.UNT.CBT.ADF.CMPS,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DC     --,,,,,,,,,**,,**,,,*,COMPOSITE
WAR.GRDTRK.UNT.CBT.ADF.TGTGUT,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DT     --,,,,,,,,,**,,**,,,*,TARGETING UNIT
WAR.GRDTRK.UNT.CBT.ADF.TMDU,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     DO     --,,,,,,,,,**,,**,,,*,THEATER MISSILE DEFENSE UNIT
WAR.GRDTRK.UNT.CBT.ARM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     A-      --,,,,,,,,,**,,**,,,*,ARMOR
WAR.GRDTRK.UNT.CBT.ARM.TRK,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     AT     --,,,,,,,,,**,,**,,,*,ARMOR TRACK
WAR.GRDTRK.UNT.CBT.ARM.TRK.ABN,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     AT     A-,,,,,,,,,**,,**,,,*,ARMOR TRACK AIRBORNE
WAR.GRDTRK.UNT.CBT.ARM.TRK.AMP,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     AT     W-,,,,,,,,,**,,**,,,*,ARMOR TRACK AMPHIBIOUS
WAR.GRDTRK.UNT.CBT.ARM.TRK.AMP.RCY,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     AT     WR,,,,,,,,,**,,**,,,*,ARMOR TRACK AMPHIBIOUS RECOVERY
WAR.GRDTRK.UNT.CBT.ARM.TRK.LIT,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     AT     L-,,,,,,,,,**,,**,,,*,ARMOR TRACK, LIGHT
WAR.GRDTRK.UNT.CBT.ARM.TRK.MDM,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     AT     M-,,,,,,,,,**,,**,,,*,ARMOR TRACK, MEDIUM
WAR.GRDTRK.UNT.CBT.ARM.TRK.HVY,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     AT     H-,,,,,,,,,**,,**,,,*,ARMOR TRACK, HEAVY
WAR.GRDTRK.UNT.CBT.ARM.TRK.RCY,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     AT     R-,,,,,,,,,**,,**,,,*,ARMOR TRACK, RECOVERY
WAR.GRDTRK.UNT.CBT.ARM.WHD,,,,,,,,,,,,,,,,,,,,,,,,,,S,,*,,G,,*,,UC     AW    --,,,,,,,,,**,,**,,,*,ARMOR, WHEELED
